image,question,answer,split
spider_082.jpg,Bạn thấy mấy con nhện trong hình?,Tôi thấy một con nhện trong hình.,train
spider_082.jpg,Cơ thể con nhện có màu gì?,Cơ thể nó có màu nâu sẫm.,train
spider_082.jpg,Con nhện có đang dệt lưới không?,"Có, xung quanh nó có mạng nhện.",train
spider_083.jpg,Đây là loài vật nào?,Đây là một con nhện nhỏ.,train
spider_083.jpg,Có bao nhiêu con nhện trên lá?,Có một con nhện trên lá.,train
spider_083.jpg,Lá cây có đặc điểm gì?,Lá cây có nhiều gân lá.,train
spider_083.jpg,Phần bụng nhện có màu hồng không?,"Có, phần bụng nó có màu hồng.",train
spider_084.jpg,Con nhện đang làm hành động gì?,Con nhện đang cõng đàn con.,train
spider_084.jpg,Có mấy con nhện lớn trong ảnh?,Có một con nhện lớn trong ảnh.,train
spider_084.jpg,Con nhện đang ở môi trường nào?,Nó đang ở trên nền đất.,train
spider_084.jpg,Túi trứng của nhện màu trắng phải không?,"Có, túi trứng của nhện màu trắng.",train
spider_085.jpg,Hình ảnh hiển thị con vật gì?,Hình ảnh hiển thị loài nhện.,train
spider_085.jpg,Có bao nhiêu con nhện con ở đây?,Có rất nhiều nhện con ở đây.,train
spider_085.jpg,Những con nhện con đang ở đâu?,Chúng đang ở trên túi trứng.,train
spider_085.jpg,Nhện mẹ có màu nâu đốm không?,"Có, nhện mẹ có màu nâu đốm.",train
spider_086.jpg,Con nhện đang ở vị trí nào?,Nó đang bò trên nền cát.,train
spider_086.jpg,Bạn nhìn thấy mấy con nhện?,Tôi nhìn thấy một con nhện.,train
spider_086.jpg,Cơ thể nhện có đặc điểm gì?,Cơ thể nhện có nhiều lông nhỏ.,train
spider_086.jpg,Con nhện có màu xanh lá không?,"Không, con nhện có màu nâu xám.",train
spider_087.jpg,Con nhện đang bò trên bề mặt nào?,Nó đang bò trên mặt đá.,train
spider_087.jpg,Có bao nhiêu chân nhện trong ảnh?,Có tám chân nhện trong ảnh.,train
spider_087.jpg,Màu sắc của con nhện là gì?,Con nhện có màu nâu đen.,train
spider_087.jpg,Nền đá có bị nhẵn bóng không?,"Không, nền đá trông khá thô ráp.",train
spider_088.jpg,Đây là con vật gì?,Đó là một con nhện.,train
spider_088.jpg,Có bao nhiêu con nhện trong hình?,Chỉ có một con nhện trong hình.,train
spider_088.jpg,Phần lưng nhện có họa tiết gì?,Phần lưng nhện có họa tiết sẫm.,train
spider_088.jpg,Chân nhện có nhìn thấy rõ không?,"Có, chân nhện nhìn thấy rất rõ.",train
spider_089.jpg,Con nhện đang ở đâu?,Nó đang bò trên bề mặt đá.,train
spider_089.jpg,Có mấy con nhện trong bức ảnh?,Có một con nhện trong bức ảnh.,train
spider_089.jpg,Cơ thể nhện có màu sắc gì?,Nó có màu nâu đỏ đồng.,train
spider_089.jpg,Bề mặt đá có mọc rêu không?,"Có, bề mặt đá có mọc rêu.",train
spider_090.jpg,Bộ phận nào của nhện nhìn rõ nhất?,Phần đầu và mắt nhìn rõ nhất.,train
spider_090.jpg,Có bao nhiêu con nhện trong ảnh?,Trong ảnh có một con nhện.,train
spider_090.jpg,Chân con nhện có màu gì?,Chân nó có màu đỏ sẫm.,train
spider_090.jpg,Con nhện đang ở trên cỏ không?,"Có, con nhện đang ở trên rêu.",train
spider_091.jpg,Con vật trong ảnh là loài gì?,Đây là một con nhện.,train
spider_091.jpg,Có bao nhiêu con nhện xuất hiện trong ảnh?,Có một con nhện trong ảnh.,train
spider_091.jpg,Cơ thể con nhện có màu sắc như thế nào?,Con nhện có màu nâu bóng.,train
spider_091.jpg,Con nhện có đang bò trên đá không?,"Có, con nhện đang bò trên đá.",train
spider_092.jpg,Con vật trong hình đang làm gì?,Con nhện đang bò trên nền cát.,train
spider_092.jpg,Có mấy con nhện trong bức ảnh này?,Có một con nhện duy nhất.,train
spider_092.jpg,Các chân của con nhện có họa tiết gì?,Chân nhện có các vằn đen.,train
spider_092.jpg,Con nhện có màu lông trắng không?,"Không, nó có màu xám hoa văn.",train
spider_093.jpg,Con nhện đang ở gần vật thể gì?,Nó đang ở gần mạng nhện.,train
spider_093.jpg,Có bao nhiêu con nhện trong khung hình?,Có một con nhện trong ảnh.,train
spider_093.jpg,Phần bụng của con nhện có màu gì?,Bụng con nhện có màu đen.,train
spider_093.jpg,Con nhện có đang bò trên gỗ không?,"Có, nó đang bò trên gỗ.",train
spider_094.jpg,Con nhện đang ở trên bề mặt nào?,Nó đang ở trên mặt phẳng gỗ.,train
spider_094.jpg,Có bao nhiêu chiếc chân nhện đang duỗi ra?,Nó đang duỗi tám chiếc chân.,train
spider_094.jpg,Toàn thân con nhện có màu sắc gì?,Nó có màu nâu đậm.,train
spider_094.jpg,Phần bụng nhện có hình tròn không?,"Không, bụng nhện có hình thuôn dài.",train
spider_095.jpg,Con vật trong ảnh là loài gì?,Đây là một loài nhện.,train
spider_095.jpg,Có bao nhiêu con nhện trong tấm hình?,Có một con nhện trong ảnh.,train
spider_095.jpg,Phần đầu ngực nhện có màu gì?,Đầu ngực nhện có màu đỏ.,train
spider_095.jpg,Con nhện có đang đứng trên lá không?,"Không, nó đứng trên tấm gỗ.",train
spider_096.jpg,Con nhện đang ở giữa những cái gì?,Nó ở giữa các cành khô.,train
spider_096.jpg,Có mấy con nhện xuất hiện rõ nhất?,Có một con nhện rõ nhất.,train
spider_096.jpg,Lưng của con nhện có màu gì?,Lưng nhện có màu nâu nhạt.,train
spider_096.jpg,Con nhện có đang ngụy trang không?,"Có, nó ngụy trang giữa cành.",train
spider_097.jpg,Con vật trong ảnh đang làm gì?,Nó đang bò trên nền đất.,train
spider_097.jpg,Có bao nhiêu con nhện trong khung hình?,Có một con nhện trong ảnh.,train
spider_097.jpg,Toàn thân con nhện này màu gì?,Toàn thân nó có màu đen.,train
spider_097.jpg,Nền đất xung quanh nhện có khô không?,"Có, nền đất trông rất khô.",train
spider_098.jpg,Con nhện đang đứng ở vị trí nào?,Nó đang đứng trên đất cát.,train
spider_098.jpg,Có mấy con nhện trong bức hình này?,Chỉ có một con nhện thôi.,train
spider_098.jpg,Cơ thể con nhện có màu sắc gì?,Cơ thể nó màu xám tro.,train
spider_098.jpg,Chân nhện có lông mịn không?,"Có, chân nhện có lông mịn.",train
spider_099.jpg,Con vật trong ảnh có đặc điểm gì?,Nó có các đốm màu cam.,train
spider_099.jpg,Có bao nhiêu con nhện trong ảnh này?,Có một con nhện đen cam.,train
spider_099.jpg,Các đốm trên lưng nhện màu gì?,Các đốm đó có màu cam.,train
spider_099.jpg,Con nhện có đang bò trên đá không?,"Có, nhện đang bò trên đá.",train
spider_100.jpg,Con nhện đang bò ở đâu?,Nó bò trên các nhành cỏ.,train
spider_100.jpg,Có mấy con nhện trong bức ảnh này?,Có một con nhện trong ảnh.,train
spider_100.jpg,Phần bụng nhện có màu sắc gì?,Bụng nhện có màu xanh lá.,train
spider_100.jpg,Có tổ nhện trắng trong ảnh không?,"Có, có một tổ nhện trắng.",train
squirrel_001.jpg,Con vật trong ảnh là gì?,Đây là một con sóc.,train
squirrel_001.jpg,Con sóc đang đứng ở đâu?,Nó đang đứng trên bức tường đá.,train
squirrel_001.jpg,Bộ lông của sóc màu gì?,Nó có bộ lông màu nâu xám.,train
squirrel_001.jpg,Phía sau sóc có cây không?,"Có, phía sau sóc có nhiều cây xanh.",train
squirrel_002.jpg,Con vật đang bò trên cây là gì?,Đó là một con sóc.,train
squirrel_002.jpg,Con sóc đang bò theo hướng nào?,Con sóc đang bò chúi đầu xuống.,train
squirrel_002.jpg,Bức ảnh có mấy con sóc?,Chỉ có một con sóc trong ảnh.,train
squirrel_002.jpg,Thân cây có sần sùi không?,"Có, thân cây trông rất sần sùi.",train
squirrel_003.jpg,Bạn thấy con vật gì?,Tôi thấy một con sóc nhỏ.,train
squirrel_003.jpg,Con sóc đang làm gì?,Nó đang ăn một quả dâu tây.,train
squirrel_003.jpg,Quả dâu tây có màu gì?,Quả dâu tây có màu đỏ.,train
squirrel_003.jpg,Con sóc có lông vằn không?,"Có, lưng con sóc có sọc vằn.",train
squirrel_004.jpg,Đây là bức ảnh màu hay đen trắng?,Đây là một bức ảnh đen trắng.,train
squirrel_004.jpg,Con vật trong ảnh là gì?,Trong ảnh là một con sóc.,train
squirrel_004.jpg,Đuôi của con sóc trông thế nào?,Đuôi của nó trông rất xù.,train
squirrel_004.jpg,Con sóc có đang đứng không?,"Có, con sóc đang đứng bằng hai chân.",train
squirrel_005.jpg,Con sóc đang làm gì?,Nó đang ngồi ăn trên đá.,train
squirrel_005.jpg,Bạn thấy mấy con sóc?,Tôi nhìn thấy một con sóc.,train
squirrel_005.jpg,Bộ lông bụng của sóc màu gì?,Bụng của con sóc có màu trắng.,train
squirrel_005.jpg,Đuôi sóc có dài không?,"Có, con sóc có cái đuôi dài xù.",train
squirrel_006.jpg,Con vật đang bám trên cây là gì?,Đó là một con sóc.,train
squirrel_006.jpg,Cái đuôi của sóc màu gì?,Cái đuôi của nó màu xám trắng.,train
squirrel_006.jpg,Con sóc đang nhìn về hướng nào?,Nó đang nhìn sang phía bên phải.,train
squirrel_006.jpg,Vỏ cây có màu nâu không?,"Có, vỏ cây có màu nâu đậm.",train
squirrel_007.jpg,Con sóc đang ở đâu?,Nó đang ngồi trên thảm lá khô.,train
squirrel_007.jpg,Con sóc đang cầm cái gì?,Nó đang cầm một mẩu thức ăn.,train
squirrel_007.jpg,Mắt của con sóc màu gì?,Con sóc có đôi mắt màu đen.,train
squirrel_007.jpg,Lá khô có màu vàng không?,"Có, lá khô có màu vàng nâu.",train
squirrel_008.jpg,Con vật trong hình là con gì?,Đó là một con sóc.,train
squirrel_008.jpg,Con sóc đang nhìn đi đâu?,Nó đang nhìn thẳng vào ống kính.,train
squirrel_008.jpg,Bộ lông của sóc màu gì?,Nó có bộ lông màu xám nâu.,train
squirrel_008.jpg,Con sóc có đang đứng trên cỏ?,"Có, nó đang đứng trên thảm cỏ.",train
squirrel_009.jpg,Con sóc đang ở vị trí nào?,Nó đang leo trên cành cây.,train
squirrel_009.jpg,Bạn nhìn thấy mấy con sóc?,Tôi nhìn thấy một con sóc.,train
squirrel_009.jpg,Xung quanh sóc có gì?,Xung quanh có nhiều cành cây nhỏ.,train
squirrel_009.jpg,Lá cây có màu xanh không?,"Có, lá cây có màu xanh.",train
squirrel_010.jpg,Đây là loài động vật nào?,Đây là một con sóc.,train
squirrel_010.jpg,Con sóc đang bám vào đâu?,Nó đang bám vào gốc cây lớn.,train
squirrel_010.jpg,Mũi của con sóc màu gì?,Mũi của nó có màu đen.,train
squirrel_010.jpg,Con sóc có đang sợ hãi không?,"Không, con sóc trông rất bình tĩnh.",train
squirrel_011.jpg,Trong ảnh có con vật gì?,Bức ảnh chụp một con sóc.,train
squirrel_011.jpg,Con sóc đang làm gì?,Nó đang ngồi ăn hạt.,train
squirrel_011.jpg,Con sóc có màu gì?,Con sóc có bộ lông màu nâu.,train
squirrel_011.jpg,Đuôi con sóc có xù không?,"Có, đuôi nó rất xù.",train
squirrel_012.jpg,Con sóc đang ở đâu?,Nó đang ở trên cành cây.,train
squirrel_012.jpg,Con sóc đang cầm vật gì?,Nó đang ngậm một miếng thức ăn.,train
squirrel_012.jpg,Lông bụng của sóc màu gì?,Lông bụng của sóc màu trắng.,train
squirrel_012.jpg,Con sóc có đang nhìn bạn không?,"Có, nó đang nhìn thẳng.",train
squirrel_013.jpg,Hình dáng con sóc như thế nào?,Con sóc trông khá mập mạp.,train
squirrel_013.jpg,Có bao nhiêu con sóc trong ảnh?,Trong ảnh có một con sóc.,train
squirrel_013.jpg,Lông của con sóc màu gì?,Lông của nó màu xám trắng.,train
squirrel_013.jpg,Con sóc có đang đứng không?,"Không, nó đang ngồi dưới đất.",train
squirrel_014.jpg,Con sóc đang làm gì?,Nó đang leo trên thân cây.,train
squirrel_014.jpg,Đuôi con sóc trông như thế nào?,Đuôi nó rất dài và xù.,train
squirrel_014.jpg,Có bao nhiêu con sóc?,Chỉ có một con sóc.,train
squirrel_014.jpg,Thân cây có vỏ sần sùi không?,"Có, vỏ thân cây rất sần sùi.",train
squirrel_015.jpg,Con sóc đang ở trong môi trường nào?,Nó đang ở trong rừng tuyết.,train
squirrel_015.jpg,Con sóc có màu gì?,Con sóc có màu nâu đỏ.,train
squirrel_015.jpg,Nó đang làm gì trên cành cây?,Nó đang ngồi ăn hạt.,train
squirrel_015.jpg,Có tuyết bám trên cây không?,"Có, tuyết bám trắng cành cây.",train
squirrel_016.jpg,Con sóc đang ở đâu?,Nó đang ở trên mặt đất.,train
squirrel_016.jpg,Xung quanh sóc có vật gì?,Có nhiều quả thông khô.,train
squirrel_016.jpg,Con sóc đang nhìn về hướng nào?,Nó đang nhìn sang phía bên.,train
squirrel_016.jpg,Con sóc có sừng không?,"Không, sóc không có sừng.",train
squirrel_017.jpg,Con sóc đang làm gì?,Nó đang bám trên thân cây.,train
squirrel_017.jpg,Lông đuôi sóc có màu gì?,Lông đuôi sóc màu nâu đỏ.,train
squirrel_017.jpg,Có bao nhiêu con sóc trong ảnh?,Có một con sóc duy nhất.,train
squirrel_017.jpg,Con sóc có bốn chân không?,"Có, nó có bốn chân.",train
squirrel_018.jpg,Con sóc đang cầm vật gì?,Nó đang cầm một miếng bánh.,train
squirrel_018.jpg,Đuôi của con sóc màu gì?,Đuôi của nó màu xám trắng.,train
squirrel_018.jpg,Con sóc có đôi tai nhỏ không?,"Có, tai nó khá nhỏ.",train
squirrel_018.jpg,Con sóc đang đứng hay ngồi?,Nó đang đứng bằng hai chân.,train
squirrel_019.jpg,Con sóc đang leo ở đâu?,Nó đang leo trên cành cây.,train
squirrel_019.jpg,Cơ thể sóc có màu gì?,Cơ thể nó màu đen trắng.,train
squirrel_019.jpg,Có bao nhiêu con sóc trong ảnh?,Có một con sóc duy nhất.,train
squirrel_019.jpg,Con sóc có đang leo lên không?,"Có, nó đang leo lên trên.",train
squirrel_020.jpg,Con sóc đang làm gì?,Nó đang ngồi ăn hạt.,train
squirrel_020.jpg,Lông bụng của sóc màu gì?,Lông bụng của nó màu trắng.,train
squirrel_020.jpg,Bộ lông chính màu gì?,Bộ lông chính màu đen tuyền.,train
squirrel_020.jpg,Con sóc có đang ở trên cây không?,"Có, nó đang ở trên cây.",train
squirrel_021.jpg,Con vật trong ảnh là gì?,Đây là một con sóc.,train
squirrel_021.jpg,Có bao nhiêu con sóc trong hình?,Có một con sóc.,train
squirrel_021.jpg,Đuôi của con sóc có màu gì?,Đuôi sóc có màu nâu xám.,train
squirrel_021.jpg,Con sóc có đang đứng trên cành cây không?,"Có, nó đang nằm trên cành cây.",train
squirrel_022.jpg,Con vật đang đứng giữa tán lá là gì?,Đó là một con sóc.,train
squirrel_022.jpg,Bạn thấy mấy con sóc ở đây?,Tôi thấy một con sóc.,train
squirrel_022.jpg,Bộ lông của con sóc màu gì?,Nó có bộ lông màu nâu đỏ.,train
squirrel_022.jpg,Con sóc đang nhìn về bên trái phải không?,"Có, sóc đang nhìn về bên trái.",train
squirrel_023.jpg,Sinh vật có đôi má phồng là gì?,Đây là một con sóc đất.,train
squirrel_023.jpg,Số lượng sóc trong ảnh là mấy?,Có một con sóc.,train
squirrel_023.jpg,Lưng con sóc có sọc màu gì?,Lưng nó có sọc màu đen.,train
squirrel_023.jpg,Con sóc có đang ăn hạt không?,"Có, nó đang ngậm hạt trong miệng.",train
squirrel_024.jpg,Con vật đang leo trèo là gì?,Đây là một con sóc.,train
squirrel_024.jpg,Có bao nhiêu con sóc trên thân cây?,Có một con sóc.,train
squirrel_024.jpg,Màu lông của con sóc này là gì?,Nó có màu lông xám.,train
squirrel_024.jpg,Con sóc đang bò xuống đất phải không?,"Không, sóc đang leo lên thân cây.",train
squirrel_025.jpg,Con vật trên cành cây là gì?,Đó là một con sóc.,train
squirrel_025.jpg,Bức ảnh chụp mấy con sóc?,Ảnh chụp một con sóc.,train
squirrel_025.jpg,Đuôi của sóc có đặc điểm gì?,Đuôi sóc rất to và xù.,train
squirrel_025.jpg,Con sóc có đang cầm thức ăn không?,"Có, sóc đang cầm một miếng hạt.",train
squirrel_026.jpg,Con vật đang đứng trên mặt đất là gì?,Đây là một con sóc.,train
squirrel_026.jpg,Bạn đếm được bao nhiêu con sóc?,Tôi đếm được một con sóc.,train
squirrel_026.jpg,Bộ lông của nó có màu gì?,Nó có màu nâu và xám.,train
squirrel_026.jpg,Con sóc đang ăn hạt hướng dương phải không?,"Có, nó đang ăn hạt hướng dương.",train
squirrel_027.jpg,Hình ảnh chụp sinh vật gì?,Bức ảnh chụp con sóc.,train
squirrel_027.jpg,Số lượng sóc trong hình là bao nhiêu?,Chỉ có một con sóc.,train
squirrel_027.jpg,Con sóc này mang màu lông gì?,Nó mang bộ lông màu xám.,train
squirrel_027.jpg,Con sóc đang đứng trên bãi cỏ không?,"Không, sóc đang bò trên cành cây.",train
squirrel_028.jpg,Con vật nhỏ bé này là gì?,Đó là một con sóc.,train
squirrel_028.jpg,Có mấy con sóc trong bức ảnh?,Có một con sóc.,train
squirrel_028.jpg,Màu sắc của con sóc trông như thế nào?,Nó có màu nâu hung đỏ.,train
squirrel_028.jpg,Con sóc có đôi tai dài phải không?,"Có, nó có đôi tai dài.",train
squirrel_029.jpg,Con vật màu đen trong ảnh là gì?,Đây là một con sóc đen.,train
squirrel_029.jpg,Có bao nhiêu con sóc xuất hiện?,Có một con sóc.,train
squirrel_029.jpg,Toàn thân con sóc có màu gì?,Toàn thân nó có màu đen.,train
squirrel_029.jpg,Con sóc đang ở trong rừng phải không?,"Có, sóc đứng trên thân cây.",train
squirrel_030.jpg,Con vật đang ở trên đường là gì?,Đây là một con sóc.,train
squirrel_030.jpg,Bạn thấy mấy con sóc ở đây?,Tôi thấy một con sóc.,train
squirrel_030.jpg,Lông con sóc có họa tiết gì?,Lông nó có nhiều đốm trắng.,train
squirrel_030.jpg,Con sóc đang chạy rất nhanh phải không?,"Không, sóc đang đứng trên đường.",train
squirrel_031.jpg,Đây là con vật gì?,Đây là một con sóc.,train
squirrel_031.jpg,Có bao nhiêu con sóc trong hình?,Bức ảnh có một con sóc.,train
squirrel_031.jpg,Con sóc đang làm hành động gì?,Con sóc đang gặm thức ăn.,train
squirrel_031.jpg,Con sóc có bộ lông màu nâu đỏ không?,"Có, con sóc có bộ lông màu nâu đỏ.",train
squirrel_032.jpg,Con vật trong ảnh đang ở đâu?,Con sóc đang ở trên bãi cỏ.,train
squirrel_032.jpg,Bạn thấy mấy con sóc trong ảnh?,Tôi thấy một con sóc trong ảnh.,train
squirrel_032.jpg,Đuôi của con sóc trông như thế nào?,Đuôi của nó trông rất xù.,train
squirrel_032.jpg,Cỏ trong hình có màu vàng không?,"Không, cỏ trong hình có màu xanh.",train
squirrel_033.jpg,Bức ảnh chụp những gì?,Bức ảnh chụp hai con sóc trên cây.,train
squirrel_033.jpg,Có bao nhiêu con sóc đang bám trên cây?,Có hai con sóc đang bám trên cây.,train
squirrel_033.jpg,Phía sau cây là môi trường gì?,Phía sau là mặt hồ nước xanh.,train
squirrel_033.jpg,Hai con sóc có cùng một màu không?,"Có, hai con sóc đều màu nâu đỏ.",train
squirrel_034.jpg,Con vật trong hình là con gì?,Hình ảnh hiển thị một con sóc xám.,train
squirrel_034.jpg,Có bao nhiêu con sóc ở đây?,Ở đây chỉ có một con sóc.,train
squirrel_034.jpg,Con sóc đang ở vị trí nào?,Nó đang bám trên thân cây gỗ.,train
squirrel_034.jpg,Con sóc có đang nhìn xuống không?,"Có, con sóc đang nhìn xuống dưới.",train
squirrel_035.jpg,Đây là loại hình nghệ thuật gì?,Đây là một bức tranh vẽ.,train
squirrel_035.jpg,Có bao nhiêu con sóc trong bức vẽ?,Chỉ có một con sóc trong bức vẽ.,train
squirrel_035.jpg,Con sóc đang bám vào vật gì?,Nó đang bám vào một thân cây.,train
squirrel_035.jpg,Bức tranh có dùng màu sắc đa dạng không?,"Có, bức tranh dùng nhiều màu sắc.",train
squirrel_036.jpg,Con sóc đang ở đâu?,Con sóc đang đứng trên cành cây.,train
squirrel_036.jpg,Có bao nhiêu con sóc trong hình?,Bức ảnh có một con sóc.,train
squirrel_036.jpg,Phần bụng của sóc có màu gì?,Phần bụng của nó có màu trắng.,train
squirrel_036.jpg,Tai của con sóc có dài không?,"Có, tai của con sóc khá dài.",train
squirrel_037.jpg,Con vật đang cầm vật gì?,Con sóc đang cầm một quả thông.,train
squirrel_037.jpg,Có bao nhiêu con sóc trong ảnh?,Trong ảnh có một con sóc.,train
squirrel_037.jpg,Lưng con sóc có đặc điểm gì?,Lưng con sóc có các sọc đen.,train
squirrel_037.jpg,Con sóc có lông màu xanh không?,"Không, con sóc có lông màu nâu.",train
squirrel_038.jpg,Con sóc đang làm gì?,Con sóc đang cầm một quả lạc.,train
squirrel_038.jpg,Bạn thấy mấy con sóc ở đây?,Tôi thấy một con sóc ở đây.,train
squirrel_038.jpg,Mắt của con sóc màu gì?,Mắt của nó có màu đen.,train
squirrel_038.jpg,Bộ lông của sóc có màu xám không?,"Có, bộ lông nó có màu xám.",train
squirrel_039.jpg,Trạng thái của con sóc như thế nào?,Con sóc đang nằm ngủ ngon lành.,train
squirrel_039.jpg,Có bao nhiêu con sóc đang ngủ?,Có một con sóc đang ngủ.,train
squirrel_039.jpg,Con sóc đang nằm ở đâu?,Nó đang nằm trên một cành cây.,train
squirrel_039.jpg,Mắt của con sóc có đang mở không?,"Không, mắt của con sóc đang nhắm.",train
squirrel_040.jpg,Con vật trong hình là gì?,Đó là một con sóc xám.,train
squirrel_040.jpg,Có bao nhiêu con sóc trong hình?,Có một con sóc trong hình.,train
squirrel_040.jpg,Con sóc đang nằm ở đâu?,Con sóc đang nằm trên cành cây.,train
squirrel_040.jpg,Đuôi con sóc có vắt lên lưng không?,"Có, đuôi nó đang vắt lên lưng.",train
squirrel_041.jpg,Con vật trong ảnh đang làm gì?,Con sóc đang ngồi trên cành cây.,train
squirrel_041.jpg,Có bao nhiêu con sóc trong bức ảnh?,Có một con sóc trong bức ảnh.,train
squirrel_041.jpg,Bộ lông của con sóc có màu gì?,Nó có bộ lông màu xám.,train
squirrel_041.jpg,Con sóc có đang nhìn xuống không?,"Có, con sóc đang nhìn xuống dưới.",train
squirrel_042.jpg,Con sóc đang cầm vật gì trên tay?,Con sóc đang cầm một miếng ăn.,train
squirrel_042.jpg,Có mấy con sóc xuất hiện trong hình?,Chỉ có một con sóc duy nhất.,train
squirrel_042.jpg,Bộ lông bụng của con sóc màu gì?,Lông bụng của nó có màu trắng.,train
squirrel_042.jpg,Con sóc có đang đứng trên mặt đất không?,"Không, nó đang ở trên cành cây.",train
squirrel_043.jpg,Con sóc đang ở tư thế nào?,Con sóc đang đứng trên thân cây.,train
squirrel_043.jpg,Có bao nhiêu con sóc trong khung hình?,Có một con sóc trong khung hình.,train
squirrel_043.jpg,Cái đuôi của con sóc trông như thế nào?,Nó có cái đuôi xù màu xám.,train
squirrel_043.jpg,Con sóc có đang nhìn sang bên phải không?,"Có, con sóc đang nhìn sang phải.",train
squirrel_044.jpg,Con sóc đang ăn loại quả gì?,Con sóc đang ăn quả hạch.,train
squirrel_044.jpg,Có bao nhiêu quả hạch ở dưới đất?,Có nhiều quả hạch ở dưới đất.,train
squirrel_044.jpg,Phần lông đuôi của sóc có màu gì?,Đuôi sóc có màu xám trắng.,train
squirrel_044.jpg,Con sóc có đang đứng trên thảm cỏ không?,"Không, nó đang đứng trên gỗ.",train
squirrel_045.jpg,Con sóc đang đứng trên bề mặt nào?,Nó đang đứng trên nền bê tông.,train
squirrel_045.jpg,Có bao nhiêu con sóc trong tấm hình?,Có một con sóc trong tấm hình.,train
squirrel_045.jpg,Màu sắc chủ đạo của con sóc là gì?,Màu chủ đạo là xám và trắng.,train
squirrel_045.jpg,Con sóc có đang nhìn vào máy ảnh không?,"Có, con sóc đang nhìn thẳng.",train
squirrel_046.jpg,Con sóc đang ở trong môi trường nào?,Nó đang ở giữa đám lá khô.,train
squirrel_046.jpg,Có mấy con sóc đang tìm thức ăn?,Có một con sóc đang tìm ăn.,train
squirrel_046.jpg,Phần lông quanh cổ sóc có màu gì?,Lông quanh cổ có màu vàng nhạt.,train
squirrel_046.jpg,Con sóc có đang cầm quả hạch không?,"Có, nó đang cầm quả hạch nhỏ.",train
squirrel_047.jpg,Con sóc đang làm gì trên thân cây?,Con sóc đang bò xuống thân cây.,train
squirrel_047.jpg,Có bao nhiêu con sóc trong bức ảnh này?,Có một con sóc trong bức ảnh.,train
squirrel_047.jpg,Tai của con sóc có đặc điểm gì?,Tai của nó có túm lông dài.,train
squirrel_047.jpg,Bức ảnh có được chụp ban đêm không?,"Không, ảnh được chụp vào ban ngày.",train
squirrel_048.jpg,Con vật trong ảnh đang cầm vật gì?,Con sóc đang cầm một quả óc chó.,train
squirrel_048.jpg,Có bao nhiêu con sóc đang đứng dưới đất?,Có một con sóc dưới đất.,train
squirrel_048.jpg,Bộ lông của con sóc có màu gì?,Bộ lông sóc có màu xám.,train
squirrel_048.jpg,Con sóc có đang ở trong rừng không?,"Có, nó đang ở trong rừng.",train
squirrel_049.jpg,Con sóc đang đứng trên bề mặt gì?,Nó đang đứng trên mỏm đá.,train
squirrel_049.jpg,Có mấy con sóc xuất hiện trong ảnh?,Có một con sóc trong ảnh.,train
squirrel_049.jpg,Xung quanh con sóc có gì bao phủ?,Xung quanh có tuyết trắng bao phủ.,train
squirrel_049.jpg,Con sóc có đang ăn thức ăn không?,"Có, con sóc đang ăn mồi.",train
squirrel_050.jpg,Con sóc đang thực hiện hành động gì?,Nó đang leo lên thân cây.,train
squirrel_050.jpg,Có bao nhiêu con sóc đang leo cây?,Có một con sóc đang leo.,train
squirrel_050.jpg,Phần lông đuôi của sóc màu gì?,Đuôi của nó có màu xám.,train
squirrel_050.jpg,Dưới gốc cây có lá xanh không?,"Có, dưới gốc cây có lá xanh.",train
squirrel_051.jpg,Con vật trong ảnh là gì?,Đây là một con sóc.,train
squirrel_051.jpg,Con sóc đang đứng ở đâu?,Nó đang đứng trên thảm cỏ xanh.,train
squirrel_051.jpg,Bộ lông của sóc màu gì?,Nó có bộ lông màu xám.,train
squirrel_051.jpg,Đuôi sóc có xù không?,"Có, đuôi của nó rất xù.",train
squirrel_052.jpg,Con sóc đang làm gì?,Con sóc đang ngồi ăn hạt.,train
squirrel_052.jpg,Bạn thấy mấy con sóc?,Tôi nhìn thấy một con sóc.,train
squirrel_052.jpg,Lông của con sóc màu gì?,Nó có bộ lông màu nâu đỏ.,train
squirrel_052.jpg,Phía sau có hàng rào không?,"Có, phía sau có hàng rào khuông gỗ.",train
squirrel_053.jpg,Con sóc đang ở đâu?,Nó đang ở trên mặt đất.,train
squirrel_053.jpg,Xung quanh sóc có gì?,Xung quanh có nhiều mẩu vụn.,train
squirrel_053.jpg,Con sóc có màu gì?,Nó có bộ lông màu nâu.,train
squirrel_053.jpg,Trời có đang tối không?,"Có, ánh sáng trong ảnh khá tối.",train
squirrel_054.jpg,Con vật đang leo cây là gì?,Đó là một con sóc.,train
squirrel_054.jpg,Cành cây có hoa không?,"Có, cành cây có nhiều hoa trắng.",train
squirrel_054.jpg,Con sóc có màu gì?,Con sóc có bộ lông nâu.,train
squirrel_054.jpg,Bầu trời có màu gì?,Bầu trời có màu trắng xám.,train
squirrel_055.jpg,Đây là con vật gì?,Đây là một con sóc.,train
squirrel_055.jpg,Con sóc đang đứng trên đâu?,Nó đứng trên lớp lá khô.,train
squirrel_055.jpg,Bụng của con sóc màu gì?,Bụng của nó có màu trắng.,train
squirrel_055.jpg,Cỏ có màu xanh không?,"Có, phía sau có cỏ xanh.",train
squirrel_056.jpg,Con sóc đang ở vị trí nào?,Nó đang bám trên thân cây.,train
